MUNICIPIO;CORREGIMIENTO O VEREDA;FUENTE;NO. AUTORIZACION;FECHA AUTORIZACION;LATITUD DECIMAL;LONGITUD DECIMAL;ANEXO
SAN PABLO;EL DIAMANTE;EL CERRO;374;45289;1.683986;-77.050167;
SAN PABLO;CABUYALES LAGUNITAS;CHARGUAYACO;206;45167;1.661872;-76.975244;
SAN PEDRO DE CARTAGO;BUENOS AIRES;CANCHALA;63;45034;1.545856;-77.129661;https://drive.google.com/file/d/11PbtohTS-9Gt7f0Fdc_7RZtWpwKTFKlp/view?usp=sharing
SAN PEDRO DE CARTAGO;BUENOS AIRES;SANTA BARBARA;64;45034;1.545856;-77.129661;
SAN PEDRO DE CARTAGO;ARENAL;EL MOTILON;116;45091;1.508847;-77.115272;https://drive.google.com/file/d/1cm9adVmzFFVlx3ihCAnFZBz3UN1itE_N/view?usp=sharing
SAN PEDRO DE CARTAGO;BUENOS AIRES;EL VIRINGO;108;45078;1.545856;-77.129661;https://drive.google.com/file/d/1TsK3iD5E8qxMmPlJ9b51l4cZOBKgSVfS/view?usp=sharing
SAN PEDRO DE CARTAGO;ARENAL;LOS ROBLES;118;45091;1.508847;-77.115272;
SAN PEDRO DE CARTAGO;SAN ISIDRO;SAN ISIDRO ALTO;109;45078;1.539906;-77.10779;
SAN PEDRO DE CARTAGO;MARTIN;ARROYO MARTIN;236;45188;1.530288;-77.090747;
SANDONA;SANTA ROSA CENTRO;AGUA VIVA;303;45264;1.272906;-77.431257;
SANDONA;ALTO INGENIO;MANANTIAL EL MOTILON;312;45265;1.279859;-77.441855;
SANDONA;ALTO INGENIO;MANANTIAL LA CEBA;306;45265;1.277242;-77.445097;
SANDONA;SANTA ROSA ALTO;MANANTIAL LA BOCATOMA;313;45266;1.2859;-77.439583;
SANDONA;SAN FERNANDO;AGUADA SAN FERNANDO;308;45265;1.258172;-77.474908;
SANDONA;SAN ISIDRO;CAÑADA EL GUARANGO;322;45271;1.271364;-77.465753;https://drive.google.com/file/d/1gix1I1U4oU00m4s34urrgLgzy8UcZRo5/view?usp=sharing
SANDONA;SANTA ROSA ALTO;MANANTIAL EL JOSELITO;309;45265;1.287422;-77.437433;
SANDONA;ALTO INGENIO;CAÑADA EL CARMELO;310;45265;1.301903;-77.458892;
SANDONA;SAN MIGUEL;MANANTIAL LAS ACACIAS;360;45289;1.264403;-77.46147;
SANDONA;SAN MIGUEL;RIO INGENIO;373;45289;1.283575;-77.484406;
SANTA BARBARA DE ISCUANDE;CABECERA MUNICIPAL;PAZMIÑO;110;45079;2.449092;-77.980464;
SANTACRUZ;CANDAGAN;KINDISKAS;82;45049;1.204417;-77.668361;
SANTACRUZ;EL HATO;Q EL HABRA;344;45279;1.517258;-77.247911;
SANTACRUZ;MANCHAG;LA CUCHILLA;346;19/20/2023;1.257747;-77.662125;
SAPUYES;MARAMBA BAJO;LA CARBONERA;59;45030;1.021306;-77.614647;
SAPUYES;MARAMBA BAJO;CUARRIS;65;45034;1.021306;-77.614647;
SAPUYES;LA COMUNIDAD;ALTO PREDIO;72;45040;1.017914;-77.651561;
SAPUYES;MARAMBA;CARBUNCO;101;45061;1.005;-77.612;https://drive.google.com/file/d/17zRQMoh2J_K9M20-kPfMd8CMq5jmpF4z/view?usp=sharing
SAPUYES;PANAMA;CARRISO;173;45140;1.035287;-77.72337;
TABLON DE GOMEZ;LLANO LARGO;EL MOTILON;87;45050;1.403258;-77.045692;
TABLON DE GOMEZ;FATIMA;ARROYO EL COCODRILO;96;45055;1.414703;-77.022572;
TABLON DE GOMEZ;PITALITO BAJO;EL GRANADILLO;189;45155;1.417864;-77.060408;
TABLON DE GOMEZ;LAS MESAS - EL CARMELO;EL GARZA 420 - CARMELO;262;45222;1.475375;-77.020761;
TAMBO;TANGUANA;GUANCHIRANDA;314;45265;1.401336;-77.397911;
TAMBO;SAN PABLO ALTO;LA ARRINCONADA;333;45274;1.408753;-77.426203;
TAMINANGO;REMOLINO;POZO 1;119;45091;1.662603;-77.311378;
TAMINANGO;LOMA LARGA;LA ESPERANZA;163;45124;1.525844;-77.336681;
TAMINANGO;PANOYA;PANOYA;183;45146;1.571711;-77.356508;
TAMINANGO;GUAYACANAL;GUAYACANAL;180;45142;1.577289;-77.333639;
TAMINANGO;ALTO DON DIEGO;LA MATA DE CHACLA;197;45162;1.566207;-77.307832;
TAMINANGO;PANOYA;LOMA DE PANOYA;245;45208;1.571711;-77.356508;
TAMINANGO;CHAPUNGO;LA MATA DE GUINEO;229;45187;1.530007;-77.360132;
TAMINANGO;PANOYA;LA HERRADURA;246;45208;1.571711;-77.356508;
TAMINANGO;MANIPIA;EL CHORRO;230;45187;1.54927;-77.316306;
TAMINANGO;MANIPIA;AGUA BONITA;247;45208;1.54927;-77.316306;
TAMINANGO;GUAYACANAL;EL PANTANO;263;45222;1.577289;-77.333639;
TAMINANGO;GUAYACANAL;GUAYACANAL;257;45210;1.577289;-77.333639;
TAMINANGO;MANIPIA;YARUMO;254;45209;1.54927;-77.316306;
TANGUA;COCHA VERDE;LA MAGDALENA;102;45061;1.058284;-77.416187;
TANGUA;LA PALIZADA;EL CUSCUNGO;125;45092;1.123586;-77.32618;
TANGUA;BORDO ALTO;QUEBRADA BUESACO;141;45111;1.083603;-77.400786;
TANGUA;EL TABLON OBRAJE;LA MAGDALENA, SEQUIA EL TABLON OBRAJE;210;45170;1.075298;-77.417266;
TANGUA;LAS PICORAS;EL PILCHE;267;45223;1.100858;-77.398183;
TANGUA;SAN FRANCISCO;EL CARRIZAL;270;45223;1.063333;-77.375;
TANGUA;SAN ANTONIO;SAN ANTONIO;280;45229;1.107711;-77.375192;
TANGUA;CHAVES;EL CARMEN;297;45264;1.101944;-77.373056;
TANGUA;OPONGOY;URAYACO;317;45266;1.034836;-77.312625;
TANGUA;EL TABLON OBRAJE;BOCATOMA EL PESCADOR;355;45289;1.075298;-77.417266;
TANGUA;LAS PIEDRAS;LA JOYA;145;45113;1.036914;-77.316973;
TUMACO;CANDELILLA;POZO PROFUNDO LOTE 7A;22;45291;1.82175;-78.7333;https://drive.google.com/file/d/1sQBnIr43aiMax2A_TsQVi-zFc3XX0zO6/view?usp=sharing
TUMACO;CANDELILLA;EL ZANJON;193;45162;1.82175;-78.7333;
TUMACO;LA ESPRIELLA;ALJIBE MONTAGAS;226;45183;1.629363;-78.716996;
TUMACO;LA GUAYACANA;POZO SUBTERRANERO;222;45180;1.627328;-78.753072;
TUMACO;LLORENTE;POZO ESTACION POLICIA LLORENTE;289;45251;1.472506;-78.428199;
TUMACO;LA ESPRIELLA;POZO SUBTERRANEO FINCA JAMAICA;304;45265;1.629363;-78.716996;
TUMACO;LA ESPRIELLA;POZO SUBTERRANEO EXTRACTORA SANTAFE;298;45264;1.629363;-78.716996;
TUMACO;LA NUPA;POZO SUBTERRANEO FINCA TERRANOVA;305;45265;1.475697;-78.652317;
TUMACO;TANGAREAL;POZO PROFUNDO EL MIRA;302;45264;1.549486;-78.688739;
TUMACO;EL MORRO;POZO SUBTERRANEO;323;45272;1.829539;-78.733506;
TUQUERRES;TAINDEZ;NACIMIENTO VEREDA TAINDEZ;1;44936;1.079181;-77.629264;
TUQUERRES;SAN JOSE DE ALPAN;EL PARAMO;54;45030;1.180278;-77.585278;
TUQUERRES;DOS QUEBRADAS;EL CHORRILLO;142;45111;1.10335;-77.608789;
TUQUERRES;EL ESCRITORIO;NACIMIENTO CRISTO REY;150;45113;1.063694;-77.601522;
TUQUERRES;SAN JOSE DE ALPAN;CAMELLONES;151;45114;1.180278;-77.585278;
TUQUERRES;GUARAMUEZ;EL PILCHE ROMERILLO;117;45091;1.102334;-77.579616;
TUQUERRES;LA LAGUNA;SANTA HELENA;155;45114;1.062552;-77.587265;
TUQUERRES;SAN JOSE DE ALPAN;PATA DE GALLINA;274;45229;1.180278;-77.585278;
TUQUERRES;SAN JOSE DE ALPAN;ALPAN POTRERILLO;184;45153;1.180278;-77.585278;
TUQUERRES;SAN JUAN;TANQUE ALMACENAMIENTO SAN ROQUE;178;45141;1.098022;-77.621319;
TUQUERRES;POLACHAYAN;ARROYO CAMELLONES HONDOS;261;45222;1.177122;-77.587989;
TUQUERRES;SANTA ROSA;LA ORTIGA;326;45272;1.105711;-77.633667;
TUQUERRES;SAN JOSE DE ALPAN;SAN JOSE DE ALPAN;331;45274;1.180278;-77.585278;
TUQUERRES;LAS MINAS;BUENA VISTA;208;45169;1.267558;-77.617753;
YACUANQUER;EL ROSARIO;OJO DE AGUA;104;45065;1.123097;-77.400975;https://drive.google.com/file/d/1ZagTNlPH_PhMz7NlXXXycga5cfk9G6-D/view?usp=sharing
YACUANQUER;MEJIA;SANTA ISABLE;95;45055;1.138472;-77.398797;
YACUANQUER;LA AGUADA;SECTOR DE OBANDO;124;45092;1.13355;-77.399728;
YACUANQUER;ZARAGOZA;NACIMIENTO ZARAGOZA;179;45142;1.115964;-77.400633;
